select_box,parent_product_id,product_id,search_term,cluster_id,inf_config,kw-prediction_iteration_selected,kw-target_rank,kw-estimated_additional_sales,kw-estimated_additional_loss,kw-total_soft_score,kw-total_hard_score,sr_rc-prediction_iteration_selected,sr_rc-target_rank,sr_rc-estimated_additional_sales,sr_rc-estimated_additional_loss,sr_rc-total_soft_score,sr_rc-total_hard_score,kw_sr_rc-prediction_iteration_selected,kw_sr_rc-target_rank,kw_sr_rc-estimated_additional_sales,kw_sr_rc-estimated_additional_loss,kw_sr_rc-total_soft_score,kw_sr_rc-total_hard_score,pr-prediction_iteration_selected,pr-target_rank,pr-estimated_additional_sales,pr-estimated_additional_loss,pr-total_soft_score,pr-total_hard_score,total_soft_score_product,color_code,biz_configuration_id,session_sequence,session_id,optimization_metric
FALSE,B0DHRSK1GR,B0D5DJ7V4P,gnat catcher,18,sr_rc,10,1,13679,0,198,0,100,6,1099,6314,0,-1,9,1,13679,291,1,-1,24,14,5,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,gnat catchers indoor plants,18,sr_rc,92,22,29,0,0,-3,100,101,0,6315,0,-3,92,14,53,3710,0,-2,25,109,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly catchers for inside home,19,pr,7,1,1054,0,14,-1,37,1,1070,1321,0,-2,7,1,1070,218,0,-2,25,4,10,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fly catchers for inside home,19,sr_rc,46,31,8,0,0,-2,100,55,1,6314,0,-3,46,27,10,1657,0,-3,25,63,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,gnat catchers for inside home,19,sr_rc,9,1,1182,0,14,0,100,11,33,6314,0,-2,9,1,1197,291,0,-1,25,19,0,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,gnat killer indoor,20,pr,25,1,114136,0,1202,-1,100,23,742,6306,0,-2,25,1,114136,875,1,-2,24,31,7,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,drain gnats killer indoor,20,sr_rc,21,1,668,0,13,-1,100,19,6,6315,0,-3,19,1,668,657,0,-2,24,27,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fungus gnat killer for indoor plants,20,sr_rc,100,85,2,0,0,-3,100,147,0,6314,0,-3,100,78,3,6314,0,-3,26,155,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fungus gnats killer indoor plants,20,sr_rc,100,59,40,0,0,-2,100,120,2,6314,0,-3,100,52,52,6314,0,-2,33,128,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,gnat killer,20,sr_rc,79,1,9206,0,24,0,100,50,12,6313,0,-2,66,1,9206,2428,0,-1,24,58,0,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,gnat killer for indoor plants,20,sr_rc,100,99,27,0,0,-3,100,163,2,6313,0,-3,100,91,33,6313,0,-3,25,171,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,gnat killer indoor plants,20,sr_rc,100,97,16,0,0,-3,100,163,1,6314,0,-3,100,90,19,6314,0,-3,25,171,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,gnats killer,20,sr_rc,49,1,8472,0,69,0,100,37,21,6314,0,-2,44,1,8472,1582,0,-1,24,45,0,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,indoor gnat killer,20,sr_rc,26,1,3214,0,48,-1,100,26,16,6314,0,-3,25,1,3214,877,0,-2,24,34,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,apple fruit fly trap,21,sr_rc,9,1,1768,0,24,-1,97,1,1768,4352,0,-2,8,1,1768,255,0,-2,25,9,3,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly apple trap,21,sr_rc,7,1,2220,0,32,-1,84,1,2220,3215,0,-2,6,1,2220,182,0,-2,24,8,4,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly trap apple shape,21,sr_rc,5,1,2169,0,29,-1,69,1,2169,2550,0,-2,5,1,2169,146,0,-2,24,8,4,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,atrapa moscas para interiores,22,sr_rc,2,65,0,0,0,-2,100,62,1,6314,0,-2,2,65,0,36,0,-2,25,70,0,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,best fly trap indoors,23,sr_rc,37,5,103,0,1,-1,100,31,3,6314,0,-3,45,1,778,1619,0,-2,25,40,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,best fly traps for indoors,23,sr_rc,36,20,17,0,0,-2,100,47,2,6314,0,-3,36,17,23,1283,0,-3,25,55,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,best indoor fly trap,23,sr_rc,38,9,117,0,1,0,100,37,5,6314,0,-2,94,1,2109,3896,0,-1,25,45,0,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,best indoor house fly traps,23,sr_rc,19,1,102,0,1,-1,100,25,1,6315,0,-3,17,1,102,584,0,-2,26,33,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,best rated indoor fly trap,23,sr_rc,32,1,558,0,6,-1,100,28,3,6314,0,-3,28,1,558,988,0,-2,24,36,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,best fungus gnat killer,24,sr_rc,100,21,16,0,0,-2,100,78,0,6314,0,-3,100,14,30,6314,0,-3,25,86,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fungus gnat killer,24,sr_rc,100,31,331,0,0,-1,100,80,15,6313,0,-2,100,23,526,6313,0,-1,24,88,0,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,best indoor fly catchers,25,sr_rc,49,8,18,0,0,-1,100,36,1,6315,0,-2,84,1,277,3215,0,-1,24,44,0,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,best way to get rid of flies indoors,26,sr_rc,33,1,2863,0,36,-1,100,19,26,6314,0,-3,29,1,2863,1024,0,-2,26,28,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,best way to get rid of gnats,26,sr_rc,17,1,387,0,4,-1,100,8,17,6315,0,-3,16,1,387,547,0,-2,24,16,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,bug catcher indoor,27,sr_rc,77,17,192,0,1,-1,100,91,3,6313,0,-3,100,9,491,6313,0,-2,25,99,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,indoor bug catcher,27,sr_rc,20,144,0,0,0,-1,97,172,0,4352,0,-2,24,137,0,840,0,-2,25,180,0,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,bug killer indoor,28,sr_rc,85,48,51,0,0,-2,76,131,1,2842,0,-3,85,41,66,3266,0,-2,17,137,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,bug trap,29,sr_rc,100,21,259,0,0,-1,100,120,3,6314,0,-3,100,13,505,6314,0,-2,25,128,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,bug traps indoor for home,29,sr_rc,17,135,18,0,0,-2,97,154,5,4352,0,-3,23,126,26,803,0,-3,25,162,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,indoor bug trap,29,sr_rc,21,132,1,0,0,-2,100,162,0,6314,0,-3,23,128,1,804,0,-3,27,170,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,drain flies killer for sink,30,sr_rc,59,1,3135,0,18,-1,100,28,12,6314,0,-3,52,1,3135,1884,0,-2,25,36,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,drain fly killer,30,sr_rc,75,1,21072,0,64,-1,100,42,40,6310,0,-3,66,1,21072,2425,0,-2,24,50,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,drain fly trap,31,sr_rc,11,1,10017,0,136,-1,100,9,404,6314,0,-2,11,1,10017,364,0,-2,24,17,3,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,drain fly traps,31,sr_rc,5,1,1807,0,44,-1,100,1,1065,6315,0,-2,5,1,1807,146,0,-2,24,10,2,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,drain fly traps for indoors,31,sr_rc,7,1,1426,0,28,-1,100,5,160,6315,0,-2,7,1,1426,218,0,-2,25,13,1,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,extreme fruit fly infestation,32,sr_rc,16,1,2892,0,40,-1,100,3,766,6314,0,-2,14,1,2892,474,0,-2,24,11,1,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,flies killer indoor,33,sr_rc,47,41,43,0,0,-2,100,70,5,6310,0,-3,47,37,53,1693,0,-2,25,78,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fly killer indoor,33,sr_rc,53,40,233,0,2,0,100,72,25,6313,0,-2,53,36,294,1922,0,-1,24,80,0,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,flightless fruit flies,34,sr_rc,28,1,183,0,2,-1,83,31,0,3165,0,-3,26,1,183,914,0,-2,32,33,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fly bait,35,sr_rc,94,1,81793,0,73,-1,100,77,42,6310,0,-3,84,1,81793,3211,0,-2,24,85,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly bait,35,sr_rc,8,1,2070,0,37,-1,96,1,2070,4160,0,-2,7,1,2070,218,0,-2,25,9,3,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fly fogger,36,sr_rc,54,1,2977,0,20,-1,100,34,9,6314,0,-3,48,1,2977,1733,0,-2,4,42,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly fogger,36,sr_rc,10,1,2053,0,43,-1,100,1,1595,6315,0,-2,9,1,2053,291,0,-2,24,11,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fly repellent,37,sr_rc,84,31,344,0,1,-1,99,91,13,5117,0,-3,84,24,520,3214,0,-2,9,99,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly repellent,37,sr_rc,12,1,1010,0,17,-1,100,1,595,6315,0,-2,11,1,1010,364,0,-2,25,10,1,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,trash can fly repellent,37,sr_rc,78,1,704,0,2,-1,100,50,1,6314,0,-3,69,1,704,2549,0,-2,24,59,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fly spray indoor,38,sr_rc,67,26,68,0,0,-1,100,68,4,6314,0,-3,67,21,101,2468,0,-2,24,76,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fly sticky traps indoor,39,sr_rc,14,88,2,0,0,-2,100,108,1,6314,0,-3,14,87,2,474,0,-3,24,116,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fly traps sticky,39,sr_rc,29,81,1,0,0,-2,100,126,0,6315,0,-3,68,51,2,2509,0,-3,24,134,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,sticky fly trap,39,sr_rc,19,88,0,0,0,-1,100,122,0,6315,0,-2,19,86,0,657,0,-2,24,130,0,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,sticky fly trap indoor hanging,39,sr_rc,26,118,2,0,0,-1,100,157,0,6314,0,-2,26,116,2,914,0,-2,25,165,0,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,sticky fly traps for indoors,39,sr_rc,16,73,10,0,0,-1,100,94,2,6314,0,-2,16,71,11,547,0,-2,24,103,0,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fly tape indoor for home,40,sr_rc,64,1,7625,0,40,-1,100,51,10,6313,0,-3,59,1,7625,2152,0,-2,24,59,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fly traps for plants,41,sr_rc,11,62,2,0,0,-3,100,78,1,6315,0,-3,55,28,15,1999,0,-3,25,86,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,plant fly traps,41,sr_rc,48,1,1629,0,13,-1,100,44,3,6314,0,-3,42,1,1629,1507,0,-2,26,52,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fly traps indoor for home,42,sr_rc,23,111,21,0,0,-2,100,128,6,6310,0,-3,23,109,23,803,0,-3,25,136,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,indoor fly trap for home,42,sr_rc,13,102,20,0,0,-2,100,114,7,6310,0,-3,13,101,21,437,0,-3,24,122,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,flying insect trap,43,sr_rc,13,92,40,0,1,-2,97,107,12,4348,0,-3,13,91,42,437,0,-2,24,115,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,flytraps indoor for home,44,sr_rc,54,1,527,0,4,-1,100,46,1,6314,0,-3,49,1,527,1770,0,-2,25,54,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,food fly trap,45,sr_rc,6,1,543,0,7,-1,100,2,155,6315,0,-2,5,1,543,146,0,-2,25,11,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit cover against fruit flies,46,sr_rc,51,1,209,0,2,-1,4,31,0,109,0,-3,44,1,209,1582,0,-2,24,32,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly bomb,47,sr_rc,27,1,1411,0,22,-1,100,6,102,6315,0,-2,23,1,1411,804,0,-2,24,16,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly eliminator,48,sr_rc,8,1,1480,0,22,-1,96,1,1480,4159,0,-2,8,1,1480,255,0,-2,24,9,2,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly infestation in house,49,sr_rc,12,1,1073,0,12,-1,83,1,1073,3165,0,-2,10,1,1073,328,0,-2,24,8,2,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly liquid,50,sr_rc,16,1,3308,0,53,-1,100,12,77,6314,0,-2,15,1,3308,510,0,-2,24,23,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly trap refill liquid,50,sr_rc,45,1,8067,0,57,-1,100,42,17,6314,0,-3,39,1,8067,1395,0,-2,25,51,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly plug in trap,51,sr_rc,10,88,0,0,0,-2,100,87,0,6314,0,-3,45,62,2,1620,0,-3,24,99,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly sticky traps,52,sr_rc,33,16,87,0,1,-1,100,35,11,6314,0,-3,33,13,118,1172,0,-2,25,43,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly strips,53,sr_rc,52,1,1904,0,15,-1,100,33,6,6315,0,-3,46,1,1904,1657,0,-2,24,41,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly trap outdoor,54,sr_rc,26,8,87,0,1,-1,100,15,22,6315,0,-3,80,1,1444,3022,0,-2,24,23,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruit fly traps for outdoors,54,sr_rc,24,7,54,0,1,-2,100,14,14,6315,0,-3,72,1,802,2673,0,-2,24,22,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fruitfly eliminator,55,sr_rc,4,1,1020,0,19,-1,61,1,1020,2231,0,-2,4,1,1020,109,0,-2,25,6,3,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fungus gnat death drops,56,sr_rc,54,1,696,0,4,0,100,28,3,6314,0,-2,48,1,705,1732,0,-1,25,36,0,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fungus gnat sticky trap,57,sr_rc,100,38,53,0,0,-2,100,112,2,6314,0,-3,100,30,78,6314,0,-2,24,120,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fungus gnats sticky traps,57,sr_rc,100,106,3,0,0,-3,98,181,0,4633,0,-3,100,98,4,6315,0,-3,24,189,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,fungus gnat traps for indoor plants,58,sr_rc,54,117,1,0,0,-3,100,171,0,6315,0,-3,84,94,2,3215,0,-3,41,179,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,get rid of gnat infestation,59,sr_rc,16,1,12126,0,157,-1,100,6,907,6314,0,-2,15,1,12126,510,0,-2,24,14,6,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,get rid of gnats,59,sr_rc,26,1,3722,0,47,-1,100,12,89,6314,0,-2,23,1,3722,804,0,-2,24,20,1,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,how to get rid of gnats,59,sr_rc,22,1,8405,0,109,-1,100,9,339,6314,0,-2,19,1,8405,657,0,-2,25,17,3,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,to get rid of gnats,59,sr_rc,11,1,2121,0,29,0,96,1,2121,4160,0,-1,11,1,2121,364,0,-1,24,9,4,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,get rid of gnats indoor,60,sr_rc,14,1,1520,0,19,-1,100,8,72,6314,0,-2,14,1,1520,474,0,-2,26,16,1,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,get rid of gnats indoors,60,sr_rc,13,1,1084,0,15,-1,100,11,29,6315,0,-3,13,1,1084,437,0,-2,24,19,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,getting rid of gnats in plants,61,sr_rc,81,1,5432,0,14,0,100,41,11,6314,0,-2,67,1,5432,2468,0,-1,24,49,0,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,getting rid of house flies,62,sr_rc,60,21,1,0,0,-2,100,63,0,6315,0,-3,60,16,1,2192,0,-3,25,72,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,to get rid of gnats in the house,62,sr_rc,19,1,2633,0,31,-1,100,18,29,6314,0,-3,18,1,2633,620,0,-2,25,26,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,gnat fogger indoor,63,sr_rc,19,1,2086,0,34,-1,100,11,53,6315,0,-3,18,1,2086,620,0,-2,24,19,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,gnat killer for inside house,64,sr_rc,10,1,1338,0,23,-1,100,3,234,6315,0,-2,10,1,1338,328,0,-2,25,12,1,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,gnat repellent,65,sr_rc,36,1,2451,0,22,-1,100,29,10,6314,0,-3,33,1,2451,1172,0,-2,24,37,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,gnat repellent indoor,65,sr_rc,20,1,5137,0,94,-1,100,23,31,6314,0,-3,19,1,5137,657,0,-2,24,31,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,gnat spray indoor,66,sr_rc,41,1,11986,0,125,-1,100,28,54,6314,0,-3,36,1,11986,1283,0,-2,24,36,1,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,gnat trap outdoor,67,sr_rc,83,12,15,0,0,-2,100,84,0,6314,0,-3,100,4,67,6314,0,-2,24,93,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,gnat traps outdoor,67,sr_rc,81,1,1127,0,4,-1,100,67,1,6314,0,-3,72,1,1127,2672,0,-2,24,76,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,outdoor gnat trap,67,sr_rc,79,8,20,0,0,-2,100,76,0,6314,0,-3,83,1,278,3164,0,-2,24,84,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,house fly trap indoor,68,sr_rc,16,91,8,0,0,-1,100,107,2,6313,0,-2,16,90,8,547,0,-2,24,115,0,0,0,-2,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
FALSE,B0DHRSK1GR,B0D5DJ7V4P,indoor ant traps,69,sr_rc,97,62,18,0,0,-2,100,129,1,6314,0,-3,97,54,24,4352,0,-3,33,138,0,0,0,-3,9,1,90,2,6aa4f946-ff42-4749-8463-1ff07145ccbb,items
